C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\center_2017_02_23_16_59_26_687.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\left_2017_02_23_16_59_26_687.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\right_2017_02_23_16_59_26_687.jpg,0,0,0,0.4221541
C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\center_2017_02_23_16_59_26_849.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\left_2017_02_23_16_59_26_849.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\right_2017_02_23_16_59_26_849.jpg,0,0,0,0.4153968
C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\center_2017_02_23_16_59_26_983.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\left_2017_02_23_16_59_26_983.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\right_2017_02_23_16_59_26_983.jpg,0,0,0,0.4095728
C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\center_2017_02_23_16_59_27_118.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\left_2017_02_23_16_59_27_118.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\right_2017_02_23_16_59_27_118.jpg,0,0,0,0.4038436
C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\center_2017_02_23_16_59_27_206.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\left_2017_02_23_16_59_27_206.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\right_2017_02_23_16_59_27_206.jpg,0,0,0,0.001103878
C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\center_2017_02_23_16_59_27_284.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\left_2017_02_23_16_59_27_284.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\right_2017_02_23_16_59_27_284.jpg,0,0,0,0.001262692
C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\center_2017_02_23_16_59_27_361.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\left_2017_02_23_16_59_27_361.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\right_2017_02_23_16_59_27_361.jpg,0,0,0,0.0008758881
C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\center_2017_02_23_16_59_27_476.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\left_2017_02_23_16_59_27_476.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\right_2017_02_23_16_59_27_476.jpg,0,0,0,0.0002826253
C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\center_2017_02_23_16_59_27_571.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\left_2017_02_23_16_59_27_571.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\right_2017_02_23_16_59_27_571.jpg,0,0,0,2.882677E-05
C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\center_2017_02_23_16_59_27_694.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\left_2017_02_23_16_59_27_694.jpg,C:\Users\Jerry\Documents\GitHub\self-driving-car-sim\IMG\right_2017_02_23_16_59_27_694.jpg,0,0,0,3.536073E-05
